ean_hotel_id,name,address1,city,state_province,postal_code,latitude,longitude,star_rating,high_rate,low_rate
629201,Residence Inn by Marriott Fishkill,500 Westage Business Center Drive,Fishkill,NY,12524,41.52488,-73.89516,3,299.23,219.23
629208,SpringHill Suites by Marriott Fishkill,500 Westage Business Center Drive,Fishkill,NY,12524,41.52488,-73.89516,3,139.9827,138.9827
277638,Quality Inn Floral Park,256-15 Jericho Turnpike,Floral Park,NY,11001,40.72779,-73.70828,2.5,149.0227,109.0188
489196,The Floral Park Motor Lodge,30 Jericho Turnpike,Floral Park,NY,11001,40.72698,-73.71176,2,150.2,105
345975,Red Roof Inn Flushing New York - LaGuardia Airport,36-31 Prince St,Flushing,NY,11354,40.76142,-73.83289,2,131.44,130.44
237872,Flushing Central Hotel,135-33 38th Avenue,Flushing,NY,11354,40.76064,-73.83121,2,119.32,100.32
212041,Best Western Queens Court Hotel,133-51 39th Avenue,Flushing,NY,11354,40.76086,-73.82807,2.5,179.99,153.09
420542,Asiatic Hotel by LaGuardia Airport,135-21 37th Avenue,Flushing,NY,11354,40.76113,-73.83228,2,129.36,109.36
205267,Holiday Inn Express Laguardia Airport,113-10 Horace Harding Expressway,Flushing,NY,11368,40.73887,-73.84861,2.5,159.38,149.38
206816,Prince Flushing Hotel,133-43 37th Avenue,Flushing,NY,11354,40.76065,-73.83364,2.5,140.34,139.34
128591,Sheraton LaGuardia East Hotel,135-20 39th Ave,Flushing,NY,11354,40.75983,-73.83184,3.5,823.1216,269.8385
203455,Fairfield Inn by Marriott LaGuardia Airport/Flushing,2866 College Point Blvd,Flushing,NY,11354,40.77146,-73.84408,2.5,169.149,159.1408
462419,Flushing Ymca,138-46 Northern Blvd. ,Flushing,NY,11354,40.76419,-73.82648,2,107.1,97.1
446007,The Parc Hotel,3916 College Point Blvd,Flushing,NY,11354,40.75842,-73.83437,2.5,249.0377,139.0244
446644,Hyatt Place Flushing/LaGuardia Airport,133-42 39th Avenue,Flushing,NY,11354,40.75946,-73.83297,3,360.43,359.43
452803,Ramada Flushing Queens,3627 Prince St,Flushing,NY,11354,40.76154,-73.83292,2,291.05,156.54
543637,AnYi Guesthouse Flushing,38 Avenue and Prince Street,Flushing,NY,11354,40.76032,-73.83269,2.5,101,100
557122,AnYi Guesthouse LaGuardia,62nd Road 136th Street,Flushing,NY,11367,40.74064,-73.82811,2.5,95.0783,69.0569
243251,Marco LaGuardia Hotel by Lexington,137-07 Northern Boulevard,Flushing,NY,11354,40.76335,-73.83092,3.5,199.0249,159.021
199476,White Inn,52 East Main Street,Fredonia,NY,14063,42.4411,-79.32953,3,169.0088,89.0047
126517,Days Inn Fredonia,10455 Bennett Road - Route 60,Fredonia,NY,14063,42.45625,-79.31093,2,110.39,90.39
273734,The Freeport Inn and Marina,445 S Main St,Freeport,NY,11520,40.64447,-73.5751,3,267.17,179.45
666812,Wyndham Garden Fresh Meadows Flushing,6127 186th St,Fresh Meadows,NY,11365,40.73915,-73.78755,3.5,178.37,94.4
669604,Courtyard New York Queens/fresh Meadows,18315 Horace Harding Expy,Fresh Meadows,NY,11365,40.74016,-73.7904,3,0,0
676427,Fairfield Inn & Suites New York Queens/Fresh Meadows,183-31 Horace Harding Expy,Fresh Meadows,NY,11365,40.73994,-73.79122,2.5,0,0
350351,Red Roof Inn Fulton,930 S 1st St,Fulton,NY,13069,43.30806,-76.39816,2.5,78.03,68.02
160671,The Garden City Hotel,45 7th St,Garden City,NY,11530,40.72414,-73.63951,4,269.36,242.36
333588,Hyatt Place Garden City,5 North Ave,Garden City,NY,11530,40.74197,-73.60812,3,170,169
246232,Hampton Inn Garden City,1 North Ave,Garden City,NY,11530,40.74161,-73.60966,2.5,229.49,179.49
173161,La Quinta Inn & Suites Garden City,821 Stewart Ave,Garden City,NY,11530,40.73338,-73.60424,2.5,165.01,155.01
379707,Hampton Inn Geneseo,4250 Lakeville Rd,Geneseo,NY,14454,42.79746,-77.78781,2.5,169.42,129.42
231929,Quality Inn Geneseo,4242 Lakeville Rd,Geneseo,NY,14454,42.79718,-77.78871,2.5,126.37,125.37
591575,Temple Hill Bed & Breakfast,114 Temple Hill Street,Geneseo,NY,14454,42.79393,-77.80843,3,140.35,139.35
132560,Ramada Geneva Lakefront,41 Lake Front Blvd,Geneva,NY,14456,42.86366,-76.98185,3,144.49,110.49
333256,Microtel Inn & Suites by Wyndham Geneva,550 Hamilton St,Geneva,NY,14456,42.8565,-77.00775,2,109.34,89.34
378586,Days Inn Geneva,485 Hamilton St,Geneva,NY,14456,42.85693,-77.00408,2,64.35,60.35
242232,Hampton Inn Geneva,43 Lake St,Geneva,NY,14456,42.87004,-76.97945,2.5,139.35,107.35
223893,Americas Best Value Inn,473 Hamilton St,Geneva,NY,14456,42.85709,-77.00338,2,240.47,129.47
475566,Holiday Inn Express & Suites Geneva Finger Lakes,530 Hamilton St,Geneva,NY,14456,42.85657,-77.00666,2.5,110.44,90.44
612856,Fairfield Inn & Suites by Marriott Geneva Finger Lakes,383 Hamilton St,Geneva,NY,14456,42.85809,-76.99835,3,114.0053,85.0138
204898,Glen Cove Mansion Hotel,200 Dosoris Ln,Glen Cove,NY,11542,40.88382,-73.63072,4,160.45,140.45
122400,Comfort Inn Glenmont,37 Route 9W,Glenmont,NY,12077,42.62296,-73.77729,2.5,101.0044,100.0044
215201,Days Inn and Suites Glenmont/Albany,15 Frontage Rd,Glenmont,NY,12077,42.61995,-73.78253,2,144.18,124.18
203873,The Queensbury Hotel,88 Ridge St,Glens Falls,NY,12801,43.31171,-73.64377,3,99,89
401700,The Glens Falls Inn,25 Sherman Avenue,Glens Falls,NY,12801,43.31093,-73.65242,3,190.37,189.37
231167,Comfort Inn & Suites Goshen - Middletown,20 Hatfield Ln,Goshen,NY,10924,41.3942,-74.33914,2.5,124,99
107928,Radisson Hotel Niagara Falls-Grand Island,100 Whitehaven Rd,Grand Island,NY,14072,43.02219,-78.89931,3,89.47,79.27
460541,Budget Motel,3080 Grand Island Blvd,Grand Island,NY,14072,43.04652,-78.9864,2,65.46,56.46
460515,Jade Inn Motel,2529 Grand Island Blvd.,Grand Island,NY,14072,43.03069,-78.97127,2,186.46,185.46
194559,The Andrew Hotel,75 N Station Plaza,Great Neck,NY,11021,40.78799,-73.72528,3.5,209.03,179
542150,"Inn at Great Neck, BW Premier Collection",30 Cutter Mill Road,Great Neck,NY,11021,40.78659,-73.72925,4,319,168.21
657566,Harbor Knoll Bed and Breakfast,424 Fourth Street,Greenport,NY,11944,41.09886,-72.36378,4,275.09,250.08
366967,Antons on the Lake Country Inn and Marina,7 Waterstone Road,Greenwood Lake,NY,10925,41.21971,-74.29018,3,165.16,125.16
226912,Ruah Bed & Breakfast,9221 Lake Shore Drive,Hague,NY,12836,43.751,-73.48694,3.5,160.9214,159.9214
409771,The Twilight Lodge,5085 Main Street 23A,Haines Falls,NY,12436,42.19521,-74.09532,2.5,121.31,83.31
310517,Holiday Inn Express Hotel & Suites Hamburg,3565 Commerce Place,Hamburg,NY,14075,42.74065,-78.85127,2.5,208.9146,138.5189
169075,Comfort Inn And Suites Hamburg,3615 Commerce Pl,Hamburg,NY,14075,42.74071,-78.85123,2.5,75.36,70.36
127174,Red Roof Inn Buffalo - Hamburg,5370 Camp Road,Hamburg,NY,14075,42.74101,-78.84892,2,80.35,74.99
337647,Super 8 Hamburg,5442 Camp Rd,Hamburg,NY,14075,42.73945,-78.8455,2,50.42,42.42
462654,"Motel 6 Hamburg, NY",5245 Camp Rd,Hamburg,NY,14075,42.74463,-78.84921,2,51.39,46.39
107152,Quality Inn Hamburg,5440 Camp Road,Hamburg,NY,14075,42.73901,-78.84509,2.5,104.4,84.4
457426,18 Vine Inn & Carriage House,18 Vine Street,Hammondsport,NY,14840,42.40692,-77.2252,3,349.8639,178.936
597268,Best Western Plus The Hammondsport Hotel,8440 State Route 54,Hammondsport,NY,14840,42.39912,-77.22748,2.5,149.47,108.47
194743,Holiday Inn Express Hauppauge,2050 Express Dr S,Hauppauge,NY,11788,40.80814,-73.22067,2.5,169,149
105739,Radisson Hotel Hauppauge-Long Island,110 Vanderbilt Motor Pkwy,Hauppauge,NY,11788,40.80602,-73.26543,3.5,170.0299,169.0299
179765,Hyatt Regency Long Island at Wind Watch Golf Club,1717 Motor Parkway,Hauppauge,NY,11788,40.81319,-73.17256,3.5,349.31,149
203116,Residence Inn By Marriott Long Island Hauppauge,850 Veterans Memorial Hwy,Hauppauge,NY,11788,40.82057,-73.20378,3,169.31,149.31
244250,Bricktown Inn,112 Hudson Ave,Haverstraw,NY,10927,41.19477,-73.9675,2.5,166.2,165.2
608333,Single Island Shores,5761 Rabbit Run Rd,Hector,NY,14841,42.51224,-76.88277,3,398.6862,268.7871
490591,RIT Inn & Conference Center,5257 W Henrietta Rd,Henrietta,NY,14467,43.04926,-77.65818,3.5,127,126
228038,Red Roof Inn Rochester - Henrietta,4820 W Henrietta Road,Henrietta,NY,14467,43.05779,-77.65253,2,65.46,60.46
218223,Days Inn Henrietta/Rochester Area,4853 W Henrietta Rd,Henrietta,NY,14467,43.05745,-77.65272,2,70.12,29.74
185171,Microtel Inn by Wyndham Henrietta/Rochester,905 Lehigh Station Road,Henrietta,NY,14467,43.05871,-77.65171,2,50.41,38.41
175406,"Country Inn & Suites by Carlson Rochester - Henrietta, NY",4635 W Henrietta Road,Henrietta,NY,14467,43.06074,-77.65089,3,194.1981,109.3909
217822,Super 8 Henrietta/Rochester Area,1000 Lehigh Station Rd,Henrietta,NY,14467,43.05878,-77.64458,2,63.32,51.32
117716,Fairfield Inn Rochester South,4695 W Henrietta Rd,Henrietta,NY,14467,43.05945,-77.65161,2.5,124.43,105.43
248796,Bellinger Rose Bed & Breakfast,611 W German St,Herkimer,NY,13350,43.02757,-74.99687,2.5,189.0099,149.0078
477461,Red Roof Inn & Suites Herkimer,&nbsp;100 Marginal Rd.,Herkimer,NY,13350,43.01895,-74.99162,2,144.9981,76.9943
127534,Econo Lodge Hicksville,429 Duffy Ave,Hicksville,NY,11801,40.75738,-73.54963,2,100.38,99.38
121613,Long Island - Days Inn Hicksville,828 S Oyster Bay Rd/I-495,Hicksville,NY,11801,40.76184,-73.50024,2,109.21,84.21
390189,Americas Best Value Inn,3497 Us Highway 9w,Highland,NY,12528,41.72916,-73.96191,2,80.46,79.46
397277,Atlas Motor Lodge,125 Tillson Avenue EXT,Highland,NY,12528,41.71068,-73.96524,2,75.36,67.36
215099,Super 8 Highland NY,3423 US Highway 9W,Highland,NY,12528,41.73971,-73.96314,2,60.42,59.42
604820,Stonegate Bed and Breakfast,34 North Road,Highland,NY,12528,41.72659,-73.96506,3.5,160.21,140.21
251555,FairBridge Inn & Suites at West Point,17 Main St,Highland Falls,NY,10928,41.35565,-73.9724,2,85.9834,84.9834
192196,Holiday Inn Express West Point,1106 Route 9 W,Highland Falls,NY,10922,41.33936,-73.97763,2.5,174.47,131.47
340754,Overlook Lodge at Bear Mountain,55 Hessian Drive,Highland Falls,NY,10911,41.31952,-73.99168,2.5,130,129
484191,Akwesasne Mohawk Casino Resort,873 State Route 37,Hogansburg,NY,13655,44.96785,-74.64659,3.5,290,289
200726,Ramada Plaza Holtsville Long Island,1730 N Ocean Ave,Holtsville,NY,11742,40.82096,-73.02007,3.5,269.48,101.48
220289,Residence Inn by Marriott Long Island Holtsville,25 Middle Ave,Holtsville,NY,11742,40.81639,-73.05612,3,159.0185,149.018
254147,Greenwoods Bed & Breakfast Inn,8136 Quayle Rd,Honeoye,NY,14471,42.80363,-77.48402,3,179.1,139.1
262785,The Bykenhulle House,21 Bykenhulle Rd,Hopewell Junction,NY,12533,41.58261,-73.7704,3.5,218.6489,168.729
142919,Days Inn,Route 36 and Webb Crossing,Hornell,NY,14843,42.36594,-77.67342,2,79.8554,67.8756
133324,Econo Lodge Hornell,7462 Seneca Rd N,Hornell,NY,14843,42.36184,-77.66534,2,61.43,60.43
111540,Best Western Maple City Inn,1 Canisteo Sq,Hornell,NY,14843,42.32312,-77.66186,2.5,141.32,111.35
194129,Country Inn & Suites By Carlson Big Flats (Elmira),105 E Mall Rd,Horseheads,NY,14845,42.16121,-76.86564,3,99.46,89.46
107891,Holiday Inn Express Elmira - Horseheads,2666 Corning Rd,Horseheads,NY,14845,42.16155,-76.83878,3,129.41,83.41
173768,Hilton Garden Inn Elmira/Corning,35 Arnot Rd,Horseheads,NY,14845,42.16188,-76.87498,3,149.44,93.44
492730,Rodeway Inn Marshall Manor,3527 Watkins Rd,Horseheads,NY,14845,42.21712,-76.84882,2,98.99,97.99
337743,Hampton Inn Elmira-Horseheads,51 Arnot Road,Horseheads,NY,14845,42.19733,-76.81042,2.5,107.33,89.33
390688,Candlewood Suites Elmira Horseheads,198 Colonial Drive,Horseheads,NY,14845,42.16115,-76.86553,2.5,93.48,79.48
202829,Horseheads Knights Inn,2707 Westinghouse Rd,Horseheads,NY,14845,42.16533,-76.84007,1.5,61.44,60.44
258095,Budget Inn Horseheads,4133 Route 17,Horseheads,NY,14845,42.15573,-76.81638,2,69.34,55.34
570518,Courtyard by Marriott Elmira Horseheads,202 Colonial Drive,Horseheads,NY,14845,42.1614,-76.86635,3,110.41,109.41
385631,Surfside Motel,164-33 CROSSBAY BLVD,Howard Beach,NY,11414,40.64987,-73.83745,2,214.43,128.43
648275,The Sedgwick House,7760 Main Street,Hunter,NY,12242,42.20892,-74.21036,2.5,121.4934,120.4934
243660,The Fairlawn Inn,7872 Main St,Hunter,NY,12442,42.21103,-74.21548,3,229,169
218414,Oheka Castle Hotel & Estate,135 W Gate Dr,Huntington,NY,11743,40.82649,-73.44929,3.5,325.0175,295.0159
337597,Whitman Motor Lodge,295 E Jericho Turnpike,Huntington Station,NY,11746,40.82946,-73.39906,2,150.1192,109.0231
170535,Rodeway Inn,270 W Jericho Turnpike,Huntington Station,NY,11746,40.82857,-73.41942,2,104.0856,89.0733
239820,Quality Inn,4142 Albany Post Rd,Hyde Park,NY,12538,41.77417,-73.93068,2.5,110.39,105.39
683008,Journey Inn Bed & Breakfast,1 Sherwood Place,Hyde Park,NY,12538,41.79496,-73.93771,4,161.21,160.21
107179,Hampton Inn Long Island/Islandia,1600 Veterans Memorial Hwy,Islandia,NY,11749,40.8077,-73.18383,2.5,154.1,139.09
114272,The Statler Hotel at Cornell University,130 Statler Dr,Ithaca,NY,14853,42.44662,-76.48185,4,320.37,255.37
107897,Ramada Ithaca Hotel and Conference Center,2310 N Triphammer Rd,Ithaca,NY,14850,42.4833,-76.48535,2.5,150.42,93.46
434660,Fairfield Inn & Suites Ithaca,359 Elmira Rd,Ithaca,NY,14850,42.4227,-76.51626,2.5,149.38,118.38
133407,Quality Inn,356 Elmira Rd,Ithaca,NY,14850,42.42308,-76.51589,2.5,114.35,109.35
113411,La Tourelle,1150 Danby Rd 96B,Ithaca,NY,14850,42.40165,-76.50101,3.5,150.38,120.38
209685,Best Western University Inn,1020 Ellis Hollow Rd,Ithaca,NY,14850,42.43571,-76.46178,2.5,170.41,119.41
252501,Homewood Suites by Hilton Ithaca,36 Cinema Dr,Ithaca,NY,14850,42.47935,-76.47834,3,454.45,152.45
252457,Meadow Court Inn,529 S Meadow St,Ithaca,NY,14850,42.43474,-76.5081,2,84.37,69.37
218321,Hampton Inn Ithaca,337 Elmira Rd,Ithaca,NY,14850,42.42481,-76.51378,2.5,159.47,134.47
142924,Super 8 Ithaca,400 S Meadow St,Ithaca,NY,14850,42.43639,-76.50814,2,105.45,77.45
192373,Courtyard by Marriott Ithaca Airport/University,29 Thornwood Dr,Ithaca,NY,14850,42.48481,-76.46496,3,163.6183,138.6874
118596,Econo Lodge,2303 N Triphammer Rd,Ithaca,NY,14850,42.48306,-76.48516,2,139.49,129.49
214738,Rodeway Inn And Suites,654 Elmira Rd,Ithaca,NY,14850,42.41071,-76.53842,2,164.99,95.09
265245,Country Inn & Suites By Carlson of Ithaca,1100 Danby Rd,Ithaca,NY,14850,42.40795,-76.50299,3,193.44,134.44
137742,Trip Hotel Ithaca,1 Sheraton Dr,Ithaca,NY,14850,42.47826,-76.4805,2,140.3,129.95
231434,Hilton Garden Inn Ithaca,130 E. Seneca Street,Ithaca,NY,14850,42.44044,-76.4975,3,253.9007,178.936
606494,Firelight Camps,1150 Danby Road,Ithaca,NY,14850,42.40185,-76.50291,2.5,184.41,183.41
608337,Bunny Trail Guest House,853 Coddington Road,Ithaca,NY,14850,42.40176,-76.46021,3.5,243,242
592803,Ithaca Marriott Downtown on the Commons,120 S Aurora St,Ithaca,NY,14850,42.43908,-76.49538,3.5,234.6032,174.4487
635200,Holiday Inn Express & Suites Ithaca,371 Elmira Road,Ithaca,NY,14850,42.42116,-76.51809,3,142.33,137.33
223947,Hilton Garden Inn Queens/JFK Airport,14818 134th St,Jamaica,NY,11430,40.66577,-73.80585,3,179.0687,143.7608
211069,Best Western JFK Airport Hotel,14425 153rd Ln,Jamaica,NY,11434,40.6656,-73.78492,2.5,209.0109,170.0594
197453,Hampton Inn JFK Airport,144-10 135th Avenue,Jamaica,NY,11436,40.66789,-73.79471,3,195.0094,194.0094
256601,Lexington Inn JFK Airport,138 05 Jamaica Ave,Jamaica,NY,11435,40.7025,-73.81506,2.5,151.37,150.37
271672,Ramada Jamaica/Queens,164-40 Hillside Ave,Jamaica,NY,11432,40.7092,-73.79764,2.5,415.17,414.17
440185,Howard Johnson Jamaica NY Near AirTrain JFK,139-09 Archer Ave.,Jamaica,NY,11435,40.69947,-73.81103,2.5,169.99,109.99
206848,Holiday Inn Express Kennedy Airport,153-70 S Conduit Ave,Jamaica,NY,11434,40.66639,-73.78475,2.5,214.44,157.44
407437,Sleep Inn JFK Airport Rockaway Blvd,153-75 Rockaway Blvd,Jamaica,NY,11434,40.6685,-73.78148,2,146.0082,145.0082
275408,Sheraton JFK Airport Hotel,132-26 S Conduit Ave,Jamaica,NY,11430,40.66619,-73.80683,3.5,196.8031,173.4313
163814,Radisson Hotel JFK Airport,135-30 140th Street,Jamaica,NY,11436,40.6679,-73.79845,3.5,240.0919,195.0571
193716,Courtyard by Marriott New York JFK Airport,145-11 N Conduit Ave,Jamaica,NY,11436,40.66743,-73.79386,3,175.3,174.3
202199,Fairfield Inn by Marriott JFK Airport,156 08 Rockaway Blvd,Jamaica,NY,11434,40.66667,-73.77991,3,233.9109,148.9574
107234,Hilton New York JFK Airport,144-02 135th Avenue,Jamaica,NY,11436,40.66833,-73.7963,3.5,419.0217,279.0145
218221,Best Western Jamaica Inn,8707 Van Wyck Expy,Jamaica,NY,11435,40.70574,-73.81753,2.5,140.33,130.33
436969,Holiday Inn New York JFK Airport Area,154-71 Brookville Boulevard Rosedal,Jamaica,NY,11422,40.63995,-73.74374,3,204.0099,169.0088
379236,Sleep Inn JFK Airport,177-08 Liberty Ave,Jamaica,NY,11433,40.70545,-73.78258,2,148.6222,117.0964
231628,Days Inn JFK Airport,144-26 153rd Court,Jamaica,NY,11434,40.66563,-73.78404,2,119.1554,118.1554
226886,Knights Inn JFK,139-01 Jamaica Ave,Jamaica,NY,11435,40.70245,-73.81246,2,162.059,131.6716
112993,Crowne Plaza JFK Airport New York City,138-10 135th Ave,Jamaica,NY,11436,40.6678,-73.79943,3.5,219.0114,170.1086
198226,Howard Johnson Inn Jamaica JFK Airport NYC,153-95 Rockaway Blvd,Jamaica,NY,11434,40.66839,-73.78138,2,228.4597,96.673
414787,Garden Inn & Suites,151-20 Baisley Blvd,Jamaica,NY,11434,40.66773,-73.78682,2,100,99
200950,JFK Inn,154-10 S Conduit Ave,Jamaica,NY,11434,40.66659,-73.78221,2,159,139
482099,Comfort Inn,89-34 162nd Street,Jamaica,NY,11432,40.70573,-73.79857,2.5,169.39,149.39
431319,Super 8 Jamaica North Conduit,15167 N Conduit Ave,Jamaica,NY,11434,40.66737,-73.78337,2,129.34,109.34
351674,Jets Motor Inn,13906 Queens Blvd,Jamaica,NY,11435,40.70631,-73.81685,2,222.3136,141.7133
496002,Rodeway Inn Near JFK Airport,136-05 Cranston Street,Jamaica,NY,11434,40.66813,-73.78336,2,135.0063,134.0063
437553,Par Central Motor Inn,8285 Parsons Boulevard,Jamaica,NY,11432,40.71611,-73.80788,1.5,355.4,354.4
577480,Days Inn & Suites Jamaica JFK Airport,9565 Tuckerton St,Jamaica,NY,11433-1043,40.6987,-73.80108,2.5,149.9032,101.7584
579396,JFK Bed & Breakfast Guesthouse,12804 143rd Street,Jamaica,NY,11436,40.67222,-73.79577,2.5,99.18,69.13
606285,Sleep Inn near JFK AirTrain,140-17 Queens Blvd,Jamaica,NY,11435,40.70365,-73.81504,2,149.2564,139.2392
598464,Clarion Inn JFK Airport,147-05 Guy R Brewer Boulevard,Jamaica,NY,11434,40.66002,-73.76792,2.5,149.9053,129.7835
114812,Comfort Inn Jamestown - Falconer,2800 North Main Street EXT,Jamestown,NY,14701,42.11958,-79.24087,2.5,104.9859,94.9955
240762,Hampton Inn and Suites Jamestown,4 W Oak Hill Rd,Jamestown,NY,14701,42.11678,-79.24091,2.5,129.41,98.41
476468,Best Western Plus Downtown Jamestown,200 W 3rd St,Jamestown,NY,14701,42.09584,-79.24434,2.5,124.997,89.9945
248005,Americas Best Value Inn- Jamestown/ West Ellicot,620 Fairmount Avenue,Jamestown,NY,14701,42.0972,-79.27478,2,66.0041,65.0041
498674,Holiday Inn Express & Suites Jamestown,2811 North Main Street,Jamestown,NY,14701,42.11954,-79.24092,2.5,129.0068,99.0052
436973,The Biggest Loser Resort Niagara,1083 Pit Road,Java Center,NY,14082,42.65853,-78.40074,3.5,724.84,703.13
204042,Hampton Inn Jericho - Westbury,120 Jericho Turnpike,Jericho,NY,11753,40.78148,-73.55762,2,150,149
223054,Meadowbrook Motor Lodge,440 Jericho Turnpike,Jericho,NY,11753,40.79539,-73.53487,2,93.43,91.43
238352,Inn at Jericho,101 Jericho Turnpike,Jericho,NY,11753,40.77966,-73.56054,2,110,85
127176,Red Roof Inn Binghamton - Johnson City,590 Fairview Street,Johnson City,NY,13790,42.128,-75.97048,2,73.0883,48.722
227167,Traditions at the Glen Resort and Hotel - Binghamton,4101 Watson Blvd,Johnson City,NY,13790,42.12382,-75.99631,3.5,149.0078,109.0058
139433,Hampton Inn Johnson City,630 Field St,Johnson City,NY,13790,42.12096,-75.9754,2.5,119.45,109.45
495570,Best Western Plus Of Johnson City,569 Harry L Dr,Johnson City,NY,13790,42.12537,-75.97178,2.5,99.38,76.38
233865,La Quinta Inn Binghamton - Johnson City,581 Harry L Dr,Johnson City,NY,13790,42.12452,-75.97031,2.5,95.33,85.33
262715,Microtel Inn & Suites by Wyndham Johnstown,136 N Comrie Ave,Johnstown,NY,12095,43.01037,-74.36023,2,108.0137,76.0085
142918,Super 8 Johnstown Gloversville Area,301 N Comrie Ave,Johnstown,NY,12095,43.02171,-74.3617,2,106.99,63.74
107938,Holiday Inn Johnstown-Gloversville,308 N Comrie Ave,Johnstown,NY,12095,43.02333,-74.36085,3,139.966,104.9666
201785,Super 8 Kenmore/Buffalo/Niagara Falls,1288 Sheridan Dr,Kenmore,NY,14217,42.98088,-78.88682,2,116.93,44.99
451873,Pinegrove Family Dude Ranch,30 Cherrytown Road,Kerhonkson,NY,12466,41.79336,-74.31022,3,398.0208,338.0177
538653,Hudson Valley Resort And Spa,400 Granite Rd,Kerhonkson,NY,12446,41.76659,-74.26109,3,226.24,107.67
237432,Courtyard by Marriott Kingston,500 Frank Sottile Blvd,Kingston,NY,12401,41.95997,-73.98306,3,164.46,124.46
107939,Best Western Plus Kingston Hotel And Conference Center,503 Washington Ave,Kingston,NY,12401,41.93818,-74.0266,3,249.43,129.43
275788,Rodeway Inn Skytop,239 Forest Hill Dr,Kingston,NY,12401,41.95199,-74.04192,2,75.4,65.4
254183,Hampton Inn Kingston,1307 Ulster Ave,Kingston,NY,12401,41.96678,-73.98917,2.5,149.38,116.38
204980,Super 8 Kingston,487 Washington Ave,Kingston,NY,12401,41.93804,-74.02665,2,162.38,78.38
231519,Quality Inn & Suites,114 State Route 28,Kingston,NY,12401,41.94694,-74.03157,2.5,99.09,99
612849,Residence Inn by Marriott Kingston,800 Frank Sottile Boulevard,Kingston,NY,12401,41.96989,-73.98339,3,159.08,129.01
261592,Best Western Plus the Inn of Lackawanna,2500 Hamburg Turnpike,Lackawanna,NY,14218,42.81768,-78.84687,2.5,140.45,99.45
107164,Holiday Inn Lake George Turf,2223 Canada St,Lake George,NY,12845,43.41503,-73.71253,3.5,179,102
228613,The Georgian Lakeside Resort,384 Canada Street,Lake George,NY,12845,43.42927,-73.71183,2.5,290.15,212.55
253309,Wingate by Wyndham Lake George,4054 State Route 9L,Lake George,NY,12845,43.41047,-73.70869,2.5,179.36,85.36
412848,Villager Motor Inn,99 Canada St,Lake George,NY,12845,43.42175,-73.71424,2,70.33,60.33
252502,Comfort Suites Lake George,1533 State Route 9,Lake George,NY,12845,43.3715,-73.69799,2.5,160.3,150.3
204933,Super 8 Lake George/Downtown,2159 Canada St,Lake George,NY,12845,43.41099,-73.71123,2,82.49,64.49
119135,Clarion Inn & Suites at the Outlets of Lake George,1454 State Route 9,Lake George,NY,12845,43.36631,-73.69951,2.5,133.32,83.32
242688,Hampton Inn & Suites Lake George,2133 Route 9,Lake George,NY,12845,43.40881,-73.71082,2.5,144.48,124
142003,Econo Lodge,1449 State Route 9,Lake George,NY,12845,43.36598,-73.69972,2,74.42,69.42
176692,Best Western of Lake George,2452 State Route 9N,Lake George,NY,12845,43.40429,-73.71053,2.5,237.95,101.49
213949,Fort William Henry Hotel and Conference Center,48 Canada Street,Lake George,NY,12845,43.41998,-73.71401,3,157.35,91.35
126407,Travelodge Lake George,2011 State Route 9,Lake George,NY,12845,43.40431,-73.70828,2,159,149
162529,Tahoe Resort on Lake George,2998 Lake Shore Dr,Lake George,NY,12845,43.43707,-73.70616,2,260.24,149.1
213482,Roaring Brook Ranch Resort & Conference Center,Route 9N South,Lake George,NY,12845,43.39467,-73.72757,2.5,124,120.47
111306,Rodeway Inn Springhills Lake George,2447 State Route 9 N,Lake George,NY,12845,43.40435,-73.71061,2,99.4291,55.679
385578,Lake View Inn,5 Canada St,Lake George,NY,12845,43.41708,-73.71312,2,299,109
377952,The Motel Montreal,3 Lake Avenue,Lake George,NY,12845,43.43102,-73.71174,2,298.9203,85.0285
351733,Lake George Diamond Cove,3648 Lake Shore Dr,Lake George,NY,12845,43.47739,-73.68768,3,355.05,354.05
124324,Tiki Resort,2 Canada Street,Lake George,NY,12845,43.41534,-73.71252,2.5,342.39,184.54
242778,Econo Lodge Downtown Lake George,439 Canada St,Lake George,NY,12845,43.43151,-73.71262,2,710.45,89.45
152233,Quality Inn Lake George,57 Canada St,Lake George,NY,12845,43.42011,-73.71412,2.5,100.19,99.95
204848,Super 8 Lake George/Warrensburg Area,"Prosser Rd, 3619 State Route 9",Lake George,NY,12845,43.48718,-73.75893,2,85.3492,77.317
259511,Americas Best Value Inn & Suites,435 Canada Street,Lake George,NY,12845,43.43099,-73.71252,2.5,189,79
461405,Golden Sands Resort On Lake George,3654 Lake Shore Drive,Lake George,NY,12845,43.47729,-73.68766,2,220.0373,180.0228
617870,Courtyard by Marriott Lake George,365 Canada Street,Lake George,NY,12845,43.42742,-73.71284,3,289.0251,116.0066
637045,Sundowner on Lake George,420 Canada Street,Lake George,NY,12845,43.43036,-73.71079,2.5,116.45,115.45
271165,High Peaks Resort,2384 Saranac Ave,Lake Placid,NY,12946,44.29174,-73.98595,4,255.38,237.38
435217,Hampton Inn & Suites Lake Placid,801 Mirror Lake Dr,Lake Placid,NY,12946,44.28339,-73.98125,2.5,329.34,179.34
225646,Spruce Lodge Bed & Breakfast & Guest Cottage,6034 Sentinel Road,Lake Placid,NY,12946,44.27466,-73.98084,2,85.41,65.41
